,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603
MV303,0.1148588955948851,-0.12486404443854753,0.11500592139894981,0.09731383594789392,0.05598530618046104,0.16999689733355824,-0.08126485432914562,-0.0631809698623565,0.10332662264023298,0.09476282324517586,-0.012184165714476175,,0.1011613026957034,-0.0033329773738920996,0.10001087617161031,-0.003303054329288369,0.1617351567958099,-0.049704126352765346,-0.04443960030725591,0.3053714080543641,-0.06586331409830123,1.0,-0.057793293909632025,,-0.09489729108033686,0.07579724500913765,-0.11139496128657506,0.12599574387302442,0.1038052353009755,,0.12361529151311224,,,0.1233867580820626,0.13103211804870085,-0.09682221766823573,-0.03138241237678591,-0.015469625052500807,0.1261855154339712,0.1263240429247639,0.12528820406837096,0.12352903210404446,0.12336703754061494,,0.12421128696410559,0.17792794654674007,0.12408251227857213,0.5493491434370328,,0.4989156237721758,
MV304,-0.7878887972183476,0.7535684176587703,-0.7767513866120409,-0.7384521703464364,-0.2880688113497904,-0.41690386570087584,0.25169937587233027,0.6408436584632675,-0.741002141936815,-0.7478084578382262,-0.15080795130903593,,-0.7296195691233159,-0.04125350075625772,-0.7362754463629201,-0.04088313210242691,-0.7308755115883723,-0.8049695239018972,0.561761482836829,-0.12027762191094742,-0.8309424154095483,-0.057793293909632025,1.0,,-0.7923623894820853,0.11330311739623962,0.8328683446915396,-0.8408183278757788,-0.9234824657525859,,-0.8896482386943327,,,-0.8372085624209971,-0.7952739397266819,0.7588215693281947,0.3927937110233418,-0.07860890599161371,-0.8815919592701347,-0.8805083935406695,-0.8658954911140306,-0.8186998558563947,-0.8372210715216228,,-0.879578136275147,-0.788492794439978,-0.8829315674153075,-0.11452788020866977,,-0.10161324115144317,
P301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P302,0.7035207472607976,-0.702900071870067,0.6967527769306227,0.7881801090756291,0.3322171367343158,0.2936882264277907,-0.2420245618199962,-0.5565920001437812,0.7889575665586918,0.8080831533447358,0.17993604831791676,,0.7788707945025002,0.049221488926322554,0.787163032588283,0.048779584693741176,0.7390503760239787,0.9916511012706628,-0.6155365661883923,-0.06079153995816109,0.9232942673019022,-0.09489729108033686,-0.7923623894820853,,1.0,-0.1358905497549178,-0.724818254713974,0.7153035504412918,0.7952433128814316,,0.7729943507899633,,,0.7118136361288412,0.6907867324351359,-0.6685645648670335,-0.40201416366410797,0.10785035123007587,0.7623750765701333,0.7608179774395268,0.7437129305817322,0.6957069635368023,0.71185634987615,,0.7584146107595164,0.6665343176763041,0.7620466230974398,-0.05609756644544257,,-0.0513580607231302,
AIT401,-0.019660308997043782,0.03999331295628805,-0.018327901808749426,-0.06811046864683527,-0.03060237045414756,0.21213108670470981,-0.1691137440265292,0.44096036331348054,-0.07059039699351588,-0.08529444012026872,-0.1164158133863477,,-0.06898528633127463,-0.0318455346926774,-0.06657282082624232,-0.03155962955495456,-0.008168207022585425,-0.13143793734700668,0.1251767050422113,0.048411408912392734,-0.13306154405889592,0.07579724500913765,0.11330311739623962,,-0.1358905497549178,1.0,0.18296402324374766,-0.060409398743859005,-0.1051732741541393,,-0.08027552835674194,,,-0.06158041029118716,-0.2548680936889434,-0.020941692893164703,0.17390988506811042,0.0227792453103657,-0.0706643987008351,-0.07239548180675551,-0.06297010806955752,-0.04568332315142365,-0.06153333343317693,,-0.07188524667456402,0.032714099430683236,-0.07380973578740055,0.06683526286986408,,0.05782202396007856,
AIT402,-0.7614022489471723,0.7044209248419936,-0.7492003005858879,-0.6740163758217688,-0.2885455179449133,-0.34582292986481333,0.1845878541480416,0.808414481109941,-0.6783647856808449,-0.6892303614336475,-0.12959723570438303,,-0.6668292842154608,-0.03762771908236515,-0.672497482761409,-0.03728974142938433,-0.7003736508870803,-0.7346543529562352,0.53132933786646,-0.1026760156411929,-0.7067655677110823,-0.11139496128657506,0.8328683446915396,,-0.724818254713974,0.18296402324374766,1.0,-0.9329132628365208,-0.9070774931513523,,-0.9444464238855632,,,-0.9387277455730935,-0.8402064363703025,0.8921270503658002,0.43864211025296584,-0.06448039983838973,-0.9508816322779975,-0.9523455340626044,-0.9482147167538155,-0.9231226298168874,-0.9388689499826983,,-0.9514151389696802,-0.8532091335648583,-0.9513519333303508,-0.08642202361345314,,-0.0782704776043873,
FIT401,0.7509057561684604,-0.704339000916743,0.7387936706753848,0.6597562404559174,0.30943272075240447,0.3970717976961301,-0.22477562627364275,-0.7033701268722885,0.66624230332632,0.675696605742554,-0.021619330058662543,,0.6511904988723074,0.04028742398811999,0.6580586378451739,0.039927332291708854,0.7061318370669715,0.725603723191668,-0.5223386343977969,0.11064863413154069,0.6947787003777998,0.12599574387302442,-0.8408183278757788,,0.7153035504412918,-0.060409398743859005,-0.9329132628365208,1.0,0.9222252059693988,,0.9581380593842966,,,0.9806754850736444,0.783158195221511,-0.866479646697778,-0.3593723462005672,0.07346376106479997,0.9750238246482298,0.9762186708912859,0.9814737660865223,0.9724503510905622,0.9806108724216094,,0.9774035130395314,0.9075207125124357,0.9749623890557159,0.09680868893929559,,0.08503272943123293,
LIT401,0.8145638284951449,-0.7830419357554922,0.8021239045630253,0.7520102564034445,0.29121606604916717,0.42090332125021296,-0.24894256195335993,-0.7090798468546672,0.7549201621910913,0.765501860823022,0.1356451498851428,,0.7419944570955529,0.05161450743505787,0.7489530704217459,0.05115431765113997,0.7245051116918748,0.8058476061152848,-0.5690762139080255,0.10008359181377306,0.7737468977371827,0.1038052353009755,-0.9234824657525859,,0.7952433128814316,-0.1051732741541393,-0.9070774931513523,0.9222252059693988,1.0,,0.9599148776173669,,,0.9169379411244286,0.8413256300055527,-0.8305475013622847,-0.4280592896661505,0.07479944963109111,0.9544229863052534,0.9549126117227396,0.9403785919318872,0.8948479787748453,0.9169114958656884,,0.9526740694904308,0.8569883508136876,0.955468415438351,0.09033558029078101,,0.08167247596666588,
P401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P402,0.7956261809340966,-0.7549854736120958,0.783298359678826,0.7245078777761184,0.2878957278688808,0.4213773782520102,-0.23594140378875803,-0.7361489366373685,0.7275613254043879,0.7365695184839046,0.13914805208347533,,0.7169560069690919,0.0380639364306193,0.7229298694830683,0.037722203277384486,0.7438014503093231,0.7836233381754282,-0.5470187936121682,0.11097821204297904,0.752105457254177,0.12361529151311224,-0.8896482386943327,,0.7729943507899633,-0.08027552835674194,-0.9444464238855632,0.9581380593842966,0.9599148776173669,,1.0,,,0.9531481134328531,0.8643070562381294,-0.863046086399199,-0.4323297100633783,0.06897413671076966,0.9945186844427275,0.9936538309980988,0.9817291551177937,0.9375196313538212,0.9531423472585466,,0.9924557627199693,0.8727114429734895,0.9948764878677615,0.10291966349289998,,0.0937568904648695,
P403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UV401,0.7685694482105175,-0.7113919535995488,0.7560378322890903,0.6555280040145731,0.3020472094646437,0.3657164733471137,-0.2092520107124735,-0.7176031728784761,0.6613094585618585,0.6707556626198494,0.06222161565923821,,0.6469287128927818,0.039934964875001575,0.6535990477417645,0.0395764338676823,0.7013352461402363,0.7220258603388781,-0.5183160826489239,0.10836722742326554,0.6917363556747523,0.1233867580820626,-0.8372085624209971,,0.7118136361288412,-0.06158041029118716,-0.9387277455730935,0.9806754850736444,0.9169379411244286,,0.9531481134328531,,,1.0,0.7542973013806351,-0.8640855986258623,-0.3954140210542579,0.07139580366220881,0.9739461630200739,0.9785378632817313,0.9841989068137345,0.982575847418819,0.999846322845265,,0.9770841378263353,0.915149855964492,0.9735233630036104,0.09488352761945794,,0.08305980268423457,
AIT501,0.6947445785796287,-0.655996545591943,0.6845595789181368,0.6642244389375074,0.23696421888803074,0.5141768077670158,-0.24154827627939615,-0.7891250233072402,0.6649883122781118,0.6696829581685212,0.1229627573420455,,0.6553228815904482,0.03357238431685479,0.6625338102639925,0.03326099640207427,0.6685834544780781,0.7025731646436781,-0.440581391607894,0.12139719472404002,0.6694067156193323,0.13103211804870085,-0.7952739397266819,,0.6907867324351359,-0.2548680936889434,-0.8402064363703025,0.783158195221511,0.8413256300055527,,0.8643070562381294,,,0.7542973013806351,1.0,-0.6177412016986952,-0.4700025458388579,0.05154467963175202,0.8432137854767059,0.8359004952847087,0.8163575883708263,0.7497856134679152,0.7543953701729899,,0.8384953331191348,0.7438409912812752,0.8450392633598597,0.11673585732902186,,0.10677042925381199,
AIT502,-0.6893128594861466,0.6283592172340128,-0.6778450955264581,-0.6213553992345019,-0.27095463823465027,-0.3309915235467118,0.22596537216577628,0.5259985339637765,-0.6255529905461273,-0.6373641290541219,-0.11392004613906608,,-0.6146606656336363,-0.03476145970594981,-0.6199515782832817,-0.03444971625429835,-0.6481450586416944,-0.6774561435325015,0.505505522132228,-0.09090715524298591,-0.6537360413781154,-0.09682221766823573,0.7588215693281947,,-0.6685645648670335,-0.020941692893164703,0.8921270503658002,-0.866479646697778,-0.8305475013622847,,-0.863046086399199,,,-0.8640855986258623,-0.6177412016986952,1.0,0.31229469040848384,-0.05996664390213267,-0.8701730260474319,-0.8723164148450059,-0.869175177400813,-0.8483309847581417,-0.8642121680385663,,-0.8706342921420595,-0.7846025792043183,-0.870139968011042,-0.06909350040147513,,-0.06206220927973294,
AIT503,-0.3801731062892127,0.36528611675844674,-0.3743625103728382,-0.3783226998336782,-0.07404241448497798,-0.191521708799932,0.1022471036352962,0.44776886469107485,-0.37360521638459304,-0.3415988667942061,-0.5454051908916476,,-0.3779153215676503,0.04730718740121561,-0.3847118807982024,0.04685966190596417,-0.255515866126636,-0.40497554447607514,0.17404807669408237,-0.10463834533646164,-0.3554843052954665,-0.03138241237678591,0.3927937110233418,,-0.40201416366410797,0.17390988506811042,0.43864211025296584,-0.3593723462005672,-0.4280592896661505,,-0.4323297100633783,,,-0.3954140210542579,-0.4700025458388579,0.31229469040848384,1.0,-0.08033313056928316,-0.4242168755364387,-0.4229170927387253,-0.41298951728225736,-0.3833817053379247,-0.39535891020890696,,-0.42358293495519617,-0.3857785695582369,-0.42589753203386055,-0.042750955627868396,,-0.04055526748186567,
